ID	baseMean	log2FoldChange	padj	Label	Level
IQCN	93.8	0.5	0.5878	-	NoDiff
BARD1	91.2	-0.2	0.5878	-	NoDiff
SYBU	353.7	0.2	0.5878	-	NoDiff
MTFP1	13.3	-0.7	0.5878	-	NoDiff
AL157935.2	632.7	-0.1	0.5878	-	NoDiff
AC099518.5	111.1	-0.3	0.5878	-	NoDiff
CARD8	415.9	0.2	0.5879	-	NoDiff
QTRT1	484.2	-0.1	0.5879	-	NoDiff
TTC23	454.1	0.1	0.588	-	NoDiff
AC087289.4	23.1	-0.6	0.588	-	NoDiff
CDIP1	573.4	0.1	0.5885	-	NoDiff
GINS4	112	0.3	0.5885	-	NoDiff
MAP6	44.1	-0.3	0.5885	-	NoDiff
AL035448.1	8.1	-0.6	0.5885	-	NoDiff
AC007996.1	9.5	-0.7	0.5885	-	NoDiff
CASTOR2	165.2	-0.3	0.5887	-	NoDiff
SEC13	1499	0.1	0.5889	-	NoDiff
MUC12	13.8	-0.5	0.5889	-	NoDiff
PABPC4L	24.2	0.5	0.5889	-	NoDiff
VWF	19.1	0.5	0.5891	-	NoDiff
PRDM10	227.1	0.2	0.5891	-	NoDiff
C6orf120	1393.1	0	0.5891	-	NoDiff
AC025283.3	8.6	-1.5	0.5892	-	NoDiff
TMEM168	664.2	0.1	0.5896	-	NoDiff
BEND3P1	25.6	0.8	0.5896	-	NoDiff
C16orf89	10	0.8	0.5897	-	NoDiff
PDK3	96	-0.2	0.5898	-	NoDiff
MED15	1839.7	0	0.5898	-	NoDiff
MTFR1L	1233.5	0	0.5898	-	NoDiff
SSTR2	24.9	0.3	0.5898	-	NoDiff
ZNF702P	91.6	0.3	0.5898	-	NoDiff
TSSK5P	20.3	-0.4	0.59	-	NoDiff
DDX39A	352	-0.2	0.5901	-	NoDiff
TAB2	1659	-0.1	0.5902	-	NoDiff
PIGS	1119.2	-0.1	0.5902	-	NoDiff
NAT14	307.1	-0.1	0.5902	-	NoDiff
KIAA1549	247.9	0.4	0.5902	-	NoDiff
FAM138B	12.4	0.6	0.5902	-	NoDiff
GOLGA8VP	8.8	0.6	0.5902	-	NoDiff
CBX7	777.9	-0.2	0.5904	-	NoDiff
APAF1	564.6	-0.1	0.5912	-	NoDiff
LZTS2	2908.1	-0.1	0.5916	-	NoDiff
RBAK	387.6	-0.1	0.5917	-	NoDiff
TTI1	359.6	0.1	0.5919	-	NoDiff
PDCD2	644.6	-0.1	0.5921	-	NoDiff
TRNT1	300.1	-0.1	0.5921	-	NoDiff
RARRES2	2356.6	0.3	0.5921	-	NoDiff
COQ5	372.3	0.1	0.5921	-	NoDiff
TCP1	2752.5	-0.1	0.5921	-	NoDiff
ZBED3-AS1	79.3	0.3	0.5921	-	NoDiff
FAM160B2	1408.1	-0.1	0.5923	-	NoDiff
AP000879.1	54.8	0.3	0.5923	-	NoDiff
AC022613.1	11.6	0.7	0.5923	-	NoDiff
PROSER3	171.3	-0.2	0.5924	-	NoDiff
MAP2	1796.2	-0.9	0.5926	-	NoDiff
EIF3B	2633.4	-0.1	0.5926	-	NoDiff
METAP2	1701.6	0.1	0.5926	-	NoDiff
BAP1	1419.6	-0.1	0.5926	-	NoDiff
MEG9	74.4	0.4	0.5926	-	NoDiff
LMF1	288.2	-0.1	0.5928	-	NoDiff
TBC1D17	1209.5	-0.1	0.5929	-	NoDiff
BX470102.1	24.8	0.5	0.5929	-	NoDiff
PRKD2	445.4	0.2	0.5936	-	NoDiff
MYLK3	34.4	0.3	0.5936	-	NoDiff
HIC2	98.8	-0.2	0.5936	-	NoDiff
LINC02503	101.2	0.3	0.5936	-	NoDiff
SNX13	1199.1	0.2	0.5937	-	NoDiff
PRKACA	1591	0	0.5937	-	NoDiff
TAF12	462.5	0.1	0.5937	-	NoDiff
ECHDC3	54	-0.5	0.5937	-	NoDiff
FCHSD2	761	-0.2	0.5937	-	NoDiff
TENT2	960	-0.1	0.5937	-	NoDiff
TMX2P1	76.4	-0.2	0.5937	-	NoDiff
BORCS8-MEF2B	100.8	0.2	0.5939	-	NoDiff
PPP6R1	1597.1	-0.1	0.5939	-	NoDiff
AF127577.1	6.7	-1.2	0.5939	-	NoDiff
BX284668.4	15.3	-0.5	0.5942	-	NoDiff
TNXB	7409.1	0.4	0.5946	-	NoDiff
JPX	219.3	0.3	0.5947	-	NoDiff
AC025259.1	59.9	-0.4	0.5948	-	NoDiff
MCM3AP-AS1	55.4	0.3	0.5949	-	NoDiff
FXN	110.2	0.2	0.595	-	NoDiff
TRMT2B	210	0.2	0.595	-	NoDiff
SCFD2	285.9	0.2	0.5951	-	NoDiff
ARHGAP33	95.6	0.4	0.5952	-	NoDiff
C17orf97	65.3	0.4	0.5952	-	NoDiff
ARIH2OS	23.6	0.4	0.5952	-	NoDiff
MMP14	28064.7	0.1	0.5954	-	NoDiff
LRP5	762.9	-0.4	0.5954	-	NoDiff
KLF11	403.8	0.2	0.5954	-	NoDiff
AC097059.1	7.1	-0.9	0.5954	-	NoDiff
AC012645.4	13	0.5	0.5954	-	NoDiff
PTGES3L	14.5	-0.5	0.5956	-	NoDiff
TPRG1	8.6	-0.8	0.5959	-	NoDiff
AC015871.4	6.8	0.6	0.5959	-	NoDiff
KIRREL1	6679.9	0.1	0.596	-	NoDiff
LINC01772	31.2	0.3	0.596	-	NoDiff
CPAMD8	38.7	0.3	0.5961	-	NoDiff
AC243964.3	281.6	0.2	0.5961	-	NoDiff
NRBF2	622.4	0.1	0.5962	-	NoDiff
FAM216A	151.3	-0.1	0.5962	-	NoDiff
AL078581.1	11	-0.5	0.5962	-	NoDiff
RMND5A	467.9	-0.1	0.5964	-	NoDiff
CASP17P	28.9	0.4	0.5964	-	NoDiff
DRC3	72.2	0.3	0.5968	-	NoDiff
AC006128.1	58.3	0.3	0.5969	-	NoDiff
SYAP1	1174.2	-0.1	0.597	-	NoDiff
UPB1	10.4	-0.8	0.5971	-	NoDiff
XPO5	572.2	-0.1	0.5971	-	NoDiff
LBP	12.7	-0.9	0.5971	-	NoDiff
NSMCE3	379.2	0.1	0.5971	-	NoDiff
TPM3P9	75.6	-0.2	0.5971	-	NoDiff
EFHD1	6.8	-1.3	0.5972	-	NoDiff
CDKL1	232.9	-0.2	0.5976	-	NoDiff
CACNA1D	19	0.5	0.5976	-	NoDiff
MCM10	8	0.6	0.5979	-	NoDiff
RPS6KA6	261.8	0.3	0.5979	-	NoDiff
DMAC1	335.2	-0.1	0.5979	-	NoDiff
MDH2	1808.7	-0.1	0.5979	-	NoDiff
NR4A2	55	-0.2	0.5979	-	NoDiff
RABEP2	399.5	0.1	0.5979	-	NoDiff
OR7D2	6.4	-0.6	0.5979	-	NoDiff
AC009502.1	6.8	-0.7	0.5979	-	NoDiff
FERP1	8.2	0.8	0.5979	-	NoDiff
LINC01002	95.2	0.6	0.5979	-	NoDiff
AL162718.1	12.4	-0.6	0.5979	-	NoDiff
MEA1	871	0.1	0.5982	-	NoDiff
SKA3	12.8	-0.7	0.5982	-	NoDiff
POLR1D	890.8	-0.1	0.5982	-	NoDiff
SLC1A4	161.2	0.3	0.5984	-	NoDiff
PHLDA3	2016.8	0.2	0.5984	-	NoDiff
AGPAT4	343.1	0.3	0.5987	-	NoDiff
CRYZ	472.7	0.2	0.5988	-	NoDiff
TOR1B	772.7	-0.1	0.5988	-	NoDiff
TNFRSF10C	104.5	0.5	0.5988	-	NoDiff
UBR5-AS1	51.9	-0.3	0.5988	-	NoDiff
AC009948.3	8.7	0.7	0.5988	-	NoDiff
KXD1	1362.4	-0.1	0.5989	-	NoDiff
MFAP1	815.6	0.1	0.5989	-	NoDiff
TPH2	12.9	0.6	0.5995	-	NoDiff
CAMK2G	800.4	0.1	0.5995	-	NoDiff
CAVIN4	51.2	-0.4	0.5995	-	NoDiff
LINC01535	8.4	-0.9	0.5996	-	NoDiff
MTHFS	125.9	-0.3	0.6	-	NoDiff
AL158154.2	7.6	0.6	0.6005	-	NoDiff
GGN	28.4	0.4	0.6006	-	NoDiff
ADRB2	11	0.6	0.6012	-	NoDiff
MTIF2	522.6	-0.1	0.6015	-	NoDiff
ZNF415	164.1	0.2	0.6015	-	NoDiff
KCNJ14	21.8	-0.3	0.6015	-	NoDiff
COQ6	226.2	0.1	0.6017	-	NoDiff
GRIP1	7.8	-1.5	0.6017	-	NoDiff
CKMT2	13.5	0.4	0.6018	-	NoDiff
AC090360.1	11.1	0.8	0.602	-	NoDiff
HOMER3-AS1	7.6	0.7	0.602	-	NoDiff
IGBP1	1190	-0.1	0.6021	-	NoDiff
WASH2P	440.4	0.1	0.6021	-	NoDiff
HLCS	781.1	-0.1	0.6021	-	NoDiff
TMEM189	766.1	-0.1	0.6021	-	NoDiff
AL031595.3	39.6	0.3	0.6021	-	NoDiff
IFITM3	9441.2	-0.1	0.6026	-	NoDiff
GSK3B	1447	0.1	0.6027	-	NoDiff
ZNF670-ZNF695	14.7	0.5	0.6027	-	NoDiff
AC010976.1	10.5	0.6	0.6027	-	NoDiff
AC112198.2	10.7	0.6	0.6027	-	NoDiff
AL049552.1	6.8	0.7	0.6027	-	NoDiff
AC244154.1	204.2	0.2	0.6027	-	NoDiff
ZNF2	130	0.1	0.6027	-	NoDiff
PLEKHG6	7.1	-0.7	0.6029	-	NoDiff
MTMR4	913.6	-0.1	0.6031	-	NoDiff
EEF1AKMT2	229.6	-0.2	0.6031	-	NoDiff
IFIH1	182.9	0.2	0.6035	-	NoDiff
XPNPEP1	1195.7	-0.1	0.6036	-	NoDiff
PAPOLG	366	-0.1	0.6036	-	NoDiff
PLAGL1	1417	0.1	0.6036	-	NoDiff
ERG28	358.1	0.1	0.6036	-	NoDiff
CHMP7	681.2	-0.1	0.6036	-	NoDiff
SLC7A7	142.2	-0.2	0.6036	-	NoDiff
TMCO1-AS1	6.9	0.6	0.6036	-	NoDiff
AL139011.1	26.8	-0.4	0.6036	-	NoDiff
MCU	905.2	-0.2	0.6041	-	NoDiff
RNF166	153.4	0.2	0.6041	-	NoDiff
AL591848.4	46.2	0.3	0.6041	-	NoDiff
AP1B1	1216.1	0.1	0.6043	-	NoDiff
FAM78A	18.9	0.5	0.6043	-	NoDiff
AC080038.4	29.6	0.3	0.6049	-	NoDiff
AL139287.1	23.1	0.3	0.6051	-	NoDiff
PAPSS2	3950.6	-0.2	0.6054	-	NoDiff
DENND4A	1164.6	-0.1	0.6055	-	NoDiff
WARS2	332.2	0.2	0.6057	-	NoDiff
SOCS2	91.6	0.2	0.6057	-	NoDiff
SLC40A1	6951.6	-0.3	0.6057	-	NoDiff
ANKRD53	60.3	-0.3	0.6057	-	NoDiff
ESPNL	48.4	0.9	0.6057	-	NoDiff
AGAP9	158.8	0.2	0.6057	-	NoDiff
ZNF788P	96.2	0.2	0.6057	-	NoDiff
AC023818.1	14.8	0.4	0.6057	-	NoDiff
PCAT14	71.1	0.2	0.6057	-	NoDiff
HJURP	27.5	-0.4	0.6058	-	NoDiff
GPN2	627.5	-0.1	0.6058	-	NoDiff
DBN1	3471.6	0.1	0.6059	-	NoDiff
PELI1	91.1	0.2	0.6059	-	NoDiff
PEPD	1604.4	0.1	0.606	-	NoDiff
UQCR11	977.8	-0.2	0.606	-	NoDiff
RDH16	9.4	0.6	0.606	-	NoDiff
ZNF688	146	0.2	0.606	-	NoDiff
AC002310.1	8.4	0.6	0.606	-	NoDiff
POM121L7P	6.7	-1.4	0.606	-	NoDiff
PDXP	98.7	-0.4	0.606	-	NoDiff
EFNB3	88.1	0.2	0.6061	-	NoDiff
GLIPR2	1215.9	0.1	0.6061	-	NoDiff
CXCR5	182.7	-0.2	0.6061	-	NoDiff
CMTR2	548.9	0.1	0.6061	-	NoDiff
RUNDC3A	18	-0.4	0.6063	-	NoDiff
REL	160	0.2	0.6063	-	NoDiff
ZRSR2	192.2	0.3	0.6063	-	NoDiff
LDHAP3	10.2	-1.2	0.6063	-	NoDiff
ZNF350	173.3	0.1	0.6063	-	NoDiff
MC1R	146.9	-0.2	0.6063	-	NoDiff
AC241585.2	36.8	0.3	0.6063	-	NoDiff
AC020917.4	19.7	0.4	0.6065	-	NoDiff
SLC25A46	1597.8	-0.1	0.6067	-	NoDiff
ARMCX4	273.7	0.2	0.6068	-	NoDiff
NDST1	7900.6	-0.2	0.607	-	NoDiff
HNRNPM	2739.2	-0.2	0.607	-	NoDiff
COPG2	707.4	0.2	0.607	-	NoDiff
TUBD1	54.3	0.3	0.6072	-	NoDiff
NDUFAF4	139.8	-0.2	0.6072	-	NoDiff
C8orf48	49	0.3	0.6072	-	NoDiff
GOSR2	967.3	0.1	0.6074	-	NoDiff
FLAD1	287.9	-0.1	0.6074	-	NoDiff
CIP2A	116	0.1	0.6074	-	NoDiff
AURKAIP1	659.8	-0.1	0.6074	-	NoDiff
AC007405.1	11.7	0.8	0.6074	-	NoDiff
BMS1P21	9.2	-0.6	0.6074	-	NoDiff
AC142381.3	22.2	-0.4	0.6077	-	NoDiff
CDADC1	183.7	-0.2	0.6082	-	NoDiff
VLDLR-AS1	47	0.4	0.6082	-	NoDiff
ARL17B	57.7	0.3	0.6083	-	NoDiff
DIXDC1	1164.7	-0.2	0.6084	-	NoDiff
TRAPPC3L	9.2	0.6	0.6085	-	NoDiff
C2orf69	433	-0.1	0.6085	-	NoDiff
AC006213.6	21.8	-0.3	0.6085	-	NoDiff
NDUFA8	397.3	-0.1	0.6086	-	NoDiff
CAMLG	1040.8	-0.1	0.6086	-	NoDiff
WASH7P	75.2	0.3	0.6086	-	NoDiff
FOXRED1	237.8	0.1	0.6088	-	NoDiff
CENPB	1847.1	-0.1	0.6088	-	NoDiff
LINC00265	121.8	0.2	0.6088	-	NoDiff
Z84488.2	13.3	1.2	0.6088	-	NoDiff
SLC25A21	10.5	0.7	0.6089	-	NoDiff
CHRNB1	115	-0.2	0.609	-	NoDiff
AC245100.4	16.5	0.5	0.609	-	NoDiff
SAP18	2034.8	-0.1	0.6091	-	NoDiff
FAM98A	1048.2	-0.2	0.6092	-	NoDiff
MRPS5	631.8	-0.1	0.6094	-	NoDiff
ADGRL1	398.1	0.3	0.6098	-	NoDiff
TBRG1	1165.1	-0.1	0.6098	-	NoDiff
AC009163.6	25.7	0.4	0.6098	-	NoDiff
EIF3FP3	216.9	0.1	0.6103	-	NoDiff
ZNF214	69.8	0.2	0.6105	-	NoDiff
SDC2	1463.7	-0.2	0.6105	-	NoDiff
MTX3	588.9	0.1	0.6105	-	NoDiff
TPTEP2-CSNK1E	18.3	-0.6	0.6105	-	NoDiff
AKAP8	590.4	-0.1	0.6108	-	NoDiff
THBS4	38.5	0.3	0.6108	-	NoDiff
ANGEL2	513.7	-0.1	0.6108	-	NoDiff
HSBP1L1	111.8	-0.3	0.6108	-	NoDiff
AL590399.4	6.9	0.9	0.6108	-	NoDiff
KAT5	530.1	-0.1	0.6111	-	NoDiff
AC005304.2	20.5	0.3	0.6113	-	NoDiff
NTF3	266	0.2	0.6124	-	NoDiff
CADM4	41	0.5	0.6126	-	NoDiff
ZNF777	325.2	0.1	0.6126	-	NoDiff
IDH3A	479.7	-0.2	0.6128	-	NoDiff
CCDC92	1272.9	0	0.6131	-	NoDiff
DAZAP2	3375.1	0	0.6131	-	NoDiff
AC066613.1	9.2	0.7	0.6132	-	NoDiff
CHMP4B	2234.2	-0.1	0.6135	-	NoDiff
DNMBP	929.7	0.1	0.6135	-	NoDiff
NCAPG	79.5	0.3	0.6135	-	NoDiff
PCDHB8	32.9	0.4	0.6135	-	NoDiff
ITPRID2	3374.9	0.1	0.6135	-	NoDiff
TAOK1	3977.6	-0.1	0.6135	-	NoDiff
LRRC34	53.9	-0.3	0.6135	-	NoDiff
C19orf18	10.1	-0.5	0.6135	-	NoDiff
RPE	736.4	0.2	0.6135	-	NoDiff
LINC00598	10.5	0.8	0.6135	-	NoDiff
ZNF670	50.4	-0.2	0.6136	-	NoDiff
HNRNPA1	11847.6	-0.1	0.6142	-	NoDiff
MTFR2	15.5	-0.5	0.6142	-	NoDiff
PCNT	954.7	0.1	0.6144	-	NoDiff
SLC9A7	1078.9	0.3	0.6152	-	NoDiff
AL035071.1	12.9	-0.5	0.6153	-	NoDiff
AC010442.1	91.1	-0.3	0.6154	-	NoDiff
DNAJC4	407.3	0.1	0.6157	-	NoDiff
B3GALNT1	214.9	0.2	0.6157	-	NoDiff
GNAL	77.8	0.3	0.6159	-	NoDiff
H2AFY2	390.8	0.2	0.616	-	NoDiff
ZNF550	157.6	0.2	0.6161	-	NoDiff
GARNL3	52.8	0.3	0.6166	-	NoDiff
FNDC3A	2294.6	0.1	0.6167	-	NoDiff
C10orf88	176.5	0.2	0.6167	-	NoDiff
RF00017	6.7	0.6	0.6168	-	NoDiff
NICN1	278.7	0.1	0.617	-	NoDiff
PCDHB5	27.1	0.6	0.6171	-	NoDiff
AC138866.1	44	0.3	0.6171	-	NoDiff
CLK4	627	-0.1	0.6172	-	NoDiff
ZNF444	407.2	0.1	0.6172	-	NoDiff
ZNF555	144.5	-0.2	0.6172	-	NoDiff
FAM160A2	423.3	-0.1	0.6175	-	NoDiff
NIPA1	345.5	-0.1	0.6175	-	NoDiff
GBP1	1102.4	-0.2	0.6176	-	NoDiff
ORAI1	210.5	0.1	0.6176	-	NoDiff
MMP1	688.1	0.8	0.6178	-	NoDiff
AL671277.2	12.5	0.5	0.6178	-	NoDiff
TPRN	162.8	-0.3	0.6182	-	NoDiff
AS3MT	56.8	0.3	0.6182	-	NoDiff
RACGAP1	387.9	-0.2	0.6185	-	NoDiff
KIFC3	673.2	-0.2	0.6186	-	NoDiff
SAC3D1	81.1	0.3	0.6186	-	NoDiff
MAPK9	876.9	0	0.6187	-	NoDiff
DNTTIP2	841.3	-0.1	0.6187	-	NoDiff
DKK1	460.3	-0.2	0.6187	-	NoDiff
RHPN2	114.6	-0.4	0.6187	-	NoDiff
XPO4	674.2	-0.1	0.6187	-	NoDiff
CCNH	379.4	-0.2	0.6187	-	NoDiff
ZSCAN9	118.3	0.2	0.6187	-	NoDiff
HIKESHI	395.7	-0.1	0.6187	-	NoDiff
RMI2	83.7	0.3	0.6187	-	NoDiff
TRIM72	19.2	0.3	0.6187	-	NoDiff
ZFP82	136.6	0.1	0.6187	-	NoDiff
AMY2B	139.1	-0.4	0.6187	-	NoDiff
TRIM34	218	0.1	0.6187	-	NoDiff
TRAPPC12-AS1	11.8	0.5	0.6188	-	NoDiff
DIP2C	1055.8	0.2	0.619	-	NoDiff
SMG8	424.2	-0.1	0.619	-	NoDiff
PDE7B	965.3	0.2	0.619	-	NoDiff
HOXC4	13.7	0.7	0.619	-	NoDiff
ST20-AS1	129.1	-0.2	0.619	-	NoDiff
AC009167.1	10.1	-0.5	0.619	-	NoDiff
SRGAP2	1381.4	0.1	0.619	-	NoDiff
ATP9A	3206	-0.2	0.6191	-	NoDiff
PRDM6	919.5	0.2	0.6191	-	NoDiff
RNF170	620.8	-0.1	0.6191	-	NoDiff
RRM2	64.4	0.5	0.6191	-	NoDiff
OSBPL10	141.3	0.3	0.6192	-	NoDiff
DLEU1	53.1	0.3	0.6192	-	NoDiff
TOPORS	545.6	-0.1	0.6197	-	NoDiff
AC015813.5	18	0.4	0.6197	-	NoDiff
STUB1	1272.5	-0.1	0.6198	-	NoDiff
GTF3C2	798.3	0.1	0.6198	-	NoDiff
YEATS2	1579.6	-0.1	0.6198	-	NoDiff
GPR146	21.1	-0.6	0.6198	-	NoDiff
AL353763.2	149.5	0.2	0.6198	-	NoDiff
ATP1A2	707.4	1.1	0.6199	-	NoDiff
RGS11	292.7	-0.3	0.62	-	NoDiff
KIF4A	29.4	0.4	0.6203	-	NoDiff
DAB2IP	1571.7	0.2	0.6203	-	NoDiff
APTX	409.5	0.1	0.6203	-	NoDiff
PRPF6	1922.6	0	0.6212	-	NoDiff
LATS2	2383	-0.1	0.6212	-	NoDiff
SAXO1	17.4	0.5	0.6212	-	NoDiff
DMWD	739.9	-0.1	0.6212	-	NoDiff
SVIP	101	0.2	0.6212	-	NoDiff
HNRNPUL2-BSCL2	1998.3	-0.1	0.6212	-	NoDiff
AC003072.1	17.8	-0.3	0.6212	-	NoDiff
MSH5-SAPCD1	18	0.6	0.6212	-	NoDiff
NDUFA7	232.7	-0.1	0.6212	-	NoDiff
ZNF280B	12.6	0.5	0.6212	-	NoDiff
BX537318.2	8.1	0.7	0.6212	-	NoDiff
HELLPAR	1083.9	0.1	0.6212	-	NoDiff
TBPL1	479	0.1	0.6216	-	NoDiff
ID2	1407.1	-0.1	0.6219	-	NoDiff
CTSL	5219.1	-0.1	0.622	-	NoDiff
FARSA	547.9	-0.1	0.622	-	NoDiff
AC093909.6	56.7	-0.4	0.6221	-	NoDiff
HCN3	89.4	0.3	0.6226	-	NoDiff
RBM41	242.2	0.1	0.6227	-	NoDiff
GPR82	7.7	0.6	0.623	-	NoDiff
COL11A2	28.7	0.4	0.623	-	NoDiff
LAMA4	18667	0.1	0.6232	-	NoDiff
ANKRD50	947.7	0.1	0.6235	-	NoDiff
SLC25A36	2067.7	-0.1	0.6238	-	NoDiff
SNHG4	142	-0.2	0.6238	-	NoDiff
IQGAP1	7138.5	-0.1	0.6239	-	NoDiff
AL021368.2	229.4	0.2	0.624	-	NoDiff
ACADL	15.5	-0.6	0.6241	-	NoDiff
EEF2KMT	149.7	0.2	0.6242	-	NoDiff
SLC39A6	2524.5	0.1	0.6242	-	NoDiff
GRINA	3498.5	-0.1	0.6243	-	NoDiff
E2F6	233.2	-0.1	0.6244	-	NoDiff
CCZ1B	413.4	-0.1	0.6245	-	NoDiff
PIP4P2	360.3	0.1	0.6245	-	NoDiff
SVIL2P	83.9	0.3	0.6245	-	NoDiff
HYDIN2	173.6	0.2	0.6245	-	NoDiff
STAT4	12	0.8	0.6247	-	NoDiff
IMP3	485.2	-0.1	0.6247	-	NoDiff
SCAF8	1114.1	0	0.6248	-	NoDiff
ULBP1	67.8	0.3	0.6249	-	NoDiff
LRRC4B	15.7	0.4	0.6249	-	NoDiff
RNF145	1069.7	-0.2	0.6249	-	NoDiff
SORBS2	33.1	-1	0.6249	-	NoDiff
WWOX	189.9	0.2	0.6249	-	NoDiff
MT-TG	12.4	-0.4	0.6249	-	NoDiff
USE1	286.3	0.1	0.625	-	NoDiff
PLEKHG1	498	0.2	0.625	-	NoDiff
HSPA14	220.2	-0.1	0.625	-	NoDiff
AC004817.3	6.5	-0.7	0.625	-	NoDiff
SERPINF1	9630.7	0.1	0.6254	-	NoDiff
GUSBP1	71.6	0.2	0.6255	-	NoDiff
BVES-AS1	9.6	-0.7	0.6255	-	NoDiff
HOGA1	38	-0.3	0.6255	-	NoDiff
RPL7P1	9.9	0.6	0.6258	-	NoDiff
STAG3L2	126.9	0.1	0.6258	-	NoDiff
IQCG	217.5	0.1	0.6261	-	NoDiff
POLR2C	920	-0.1	0.6262	-	NoDiff
MRPL33	393.4	-0.1	0.6262	-	NoDiff
SETX	3085.2	0	0.6263	-	NoDiff
PET100	281.3	-0.1	0.6263	-	NoDiff
AC011043.1	33.3	0.5	0.6263	-	NoDiff
LAP3	1253.2	-0.1	0.6264	-	NoDiff
DBNDD1	120.5	0.3	0.6264	-	NoDiff
NLGN3	40.2	0.3	0.6264	-	NoDiff
AC091057.2	8.5	0.9	0.6264	-	NoDiff
C2orf88	70	0.3	0.6265	-	NoDiff
TNNT1	16.2	0.6	0.6266	-	NoDiff
NUMBL	2453.1	0.2	0.6266	-	NoDiff
TSPAN13	18.9	0.6	0.6266	-	NoDiff
DSC2	8.1	0.8	0.6266	-	NoDiff
PCID2	886.6	-0.1	0.6268	-	NoDiff
AKAP1	399.4	-0.1	0.627	-	NoDiff
PTGER2	277.6	-0.2	0.627	-	NoDiff
AGGF1	730.3	-0.1	0.627	-	NoDiff
PCDHB13	77.6	0.4	0.627	-	NoDiff
AC095057.3	10.9	-0.6	0.627	-	NoDiff
ENAH	4940.4	-0.2	0.6273	-	NoDiff
RAD51D	368.8	0.1	0.6275	-	NoDiff
BUD23	710.9	0.1	0.6276	-	NoDiff
EEF1E1	141.5	-0.2	0.6276	-	NoDiff
ARSJ	1481.9	-0.2	0.6276	-	NoDiff
FUNDC1	154.8	-0.1	0.6277	-	NoDiff
ANKRA2	411.3	0.1	0.6277	-	NoDiff
BCL2L12	113.3	-0.1	0.6278	-	NoDiff
YTHDC2	712	-0.1	0.6279	-	NoDiff
LSM7	304.9	0.1	0.6279	-	NoDiff
ARHGAP19	205	-0.1	0.6279	-	NoDiff
POT1-AS1	29.5	-0.4	0.6279	-	NoDiff
AC008764.6	28.5	0.3	0.6279	-	NoDiff
EXPH5	384.2	-0.1	0.628	-	NoDiff
TFG	2042.3	-0.1	0.628	-	NoDiff
EIF1	6353.3	-0.1	0.628	-	NoDiff
AL162274.1	14	-0.6	0.628	-	NoDiff
ADPGK	1166.9	-0.1	0.6281	-	NoDiff
AC106795.2	11.4	-0.5	0.6281	-	NoDiff
NME6	438.7	0.1	0.6284	-	NoDiff
LMO7	3738.2	-0.3	0.6285	-	NoDiff
ZFP62	400.9	0.1	0.6285	-	NoDiff
ZBTB9	121.8	0.2	0.6285	-	NoDiff
ZNF559	194.5	0.1	0.6286	-	NoDiff
ABHD14B	954.5	-0.1	0.629	-	NoDiff
TMOD3	1650.4	0.1	0.629	-	NoDiff
TCF25	2457.8	0.1	0.629	-	NoDiff
OR2L2	12.5	0.5	0.629	-	NoDiff
POLR3B	271.2	-0.1	0.6291	-	NoDiff
PTPRA	2403.6	-0.1	0.6292	-	NoDiff
OSGEPL1-AS1	9.7	-0.5	0.6292	-	NoDiff
KLF3	1456.7	0.1	0.6293	-	NoDiff
CCNB1	114	-0.2	0.6293	-	NoDiff
TEC	25.9	0.5	0.6293	-	NoDiff
PDE3B	423.8	0.3	0.6293	-	NoDiff
AC090099.1	101.5	-0.3	0.6293	-	NoDiff
AC027319.1	35.1	0.3	0.6293	-	NoDiff
COBLL1	825.6	0.2	0.6294	-	NoDiff
PDSS2	343.9	0.1	0.6294	-	NoDiff
SMYD4	237	0.1	0.6294	-	NoDiff
AC009053.1	92	0.2	0.6294	-	NoDiff
AC022400.6	15.7	0.4	0.6294	-	NoDiff
FLT1	41.9	-0.6	0.6295	-	NoDiff
PECAM1	10.2	-0.9	0.6295	-	NoDiff
FAM162B	6.6	-0.9	0.6296	-	NoDiff
SEL1L	5551.9	-0.2	0.6297	-	NoDiff
AC022098.1	66.1	0.2	0.6303	-	NoDiff
BCLAF1	3247.6	0.1	0.6304	-	NoDiff
TMEM205	434	-0.1	0.6304	-	NoDiff
USP4	1365.6	-0.1	0.6304	-	NoDiff
IFI27L2	620.7	0.1	0.6304	-	NoDiff
ZCCHC14	1365.1	0.2	0.6304	-	NoDiff
ZNF7	310.8	0.1	0.6304	-	NoDiff
TTYH1	9.1	-0.6	0.6304	-	NoDiff
ZNF408	184.1	0.1	0.6304	-	NoDiff
HLA-DMA	298.9	0.2	0.6304	-	NoDiff
MT-ND4L	7566.7	-0.1	0.6304	-	NoDiff
TTC41P	14.5	-0.7	0.6304	-	NoDiff
AL355987.4	9.8	-0.7	0.6304	-	NoDiff
AC096733.2	10.1	0.5	0.6304	-	NoDiff
VPS33B-DT	12.7	0.5	0.6306	-	NoDiff
SNX12	1481.5	0.1	0.6307	-	NoDiff
SSC5D	1269.9	0.4	0.6307	-	NoDiff
THRB-AS1	6.6	-0.9	0.6308	-	NoDiff
AC087623.2	11.2	-0.5	0.6308	-	NoDiff
SEMA4F	284.3	0.2	0.6309	-	NoDiff
ALG6	162.2	0.1	0.631	-	NoDiff
TULP4	548.5	0.2	0.631	-	NoDiff
AKNAD1	10.7	-0.6	0.631	-	NoDiff
HMGN3-AS1	20.2	0.4	0.631	-	NoDiff
ADGRG1	56.4	0.4	0.6312	-	NoDiff
